date,gwl,pr,tm
1987-08-09,193.04,9.088993,12.952917
1987-08-16,193.03,4.661326,13.55704
1987-08-23,193.02,8.381582,18.030514
1987-08-30,192.99,0.001971974,14.142961
1987-09-06,192.98,0.9543291,13.263391
1987-09-13,192.98,9.403786,16.16099
1987-09-20,192.98,0.69262016,14.836726
1987-09-27,192.97,1.2480186,7.1488743
1987-10-04,192.97,0.0,10.197519
1987-10-11,192.96,4.570482,11.155331
1987-10-18,192.96,0.0,7.508255
1987-10-25,192.98,0.003066018,3.6838963
1987-11-01,192.97,10.899586,8.666058
1987-11-08,192.97,0.0,2.4511511
1987-11-15,193.0,1.4853989,4.20253
1987-11-22,193.08,2.4753225,4.1163626
1987-11-29,193.03,0.0,1.0345519
1987-12-06,193.0,0.23249228,-4.5702105
1987-12-13,192.98,0.0019836808,-4.205807
1987-12-20,193.03,6.1935,7.1533375
1987-12-27,193.06,1.5550308,5.9950447
1988-01-03,193.04,5.2092824,5.41524
1988-01-10,193.03,2.860642,4.6113033
1988-01-17,193.01,1.5867348,2.9216418
1988-01-24,193.01,4.0210695,2.9053895
1988-01-31,192.99,0.88113004,2.4957922
1988-02-07,193.01,2.7489688,2.0278025
1988-02-14,193.01,0.0,0.85211873
1988-02-21,193.0,2.3432658,1.7341081
1988-02-28,193.01,7.490884,-1.199665
1988-03-06,193.06,15.94733,-0.273002
1988-03-13,193.12,5.4098544,-0.9471945
1988-03-20,193.1,6.317707,6.0045958
1988-03-27,193.21,8.780666,2.5616906
1988-04-03,193.14,0.0,4.7425036
1988-04-10,193.08,0.0,3.5779555
1988-04-17,193.03,2.4592276,11.83107
1988-04-24,193.02,0.0,1.2932189
1988-05-01,193.0,1.0063244,13.970837
1988-05-08,192.98,0.0,14.069256
1988-05-15,192.98,0.0,17.71527
1988-05-22,192.96,0.0,8.7212105
1988-05-29,192.94,1.1130989,14.554311
1988-06-05,192.97,0.09654933,11.110812
1988-06-12,192.97,0.00044716528,11.705933
1988-06-19,192.96,0.14877608,11.636143
1988-06-26,192.97,0.020376317,15.956262
1988-07-03,193.02,0.05867992,15.25681
1988-07-10,192.97,0.0,16.958302
1988-07-17,193.0,4.883318,13.135805
1988-07-24,193.0,7.6897836,17.551275
1988-07-31,192.98,0.0,14.428741
1988-08-07,192.97,0.0,17.979572
1988-08-14,192.96,0.0,19.201042
1988-08-21,192.95,1.2302254,13.603629
1988-08-28,192.95,0.2543318,20.665384
1988-09-04,192.95,0.0037381884,13.137228
1988-09-11,192.95,0.10795605,15.130822
1988-09-18,192.95,0.66021705,12.946804
1988-09-25,192.95,6.695428,12.010371
1988-10-02,192.95,0.00044716528,8.927286
1988-10-09,192.95,2.5108762,13.225661
